org,substrate,activity
Chromatocurvus halotolerans,dodecanoate,1.6613806548140566
Xanthomonas translucens,dodecanoate,1.5692899494225578
Dermabacter hominis,dodecanoate,0
Luteimonas tolerans,dodecanoate,1.8627391090518788
Halobacteriovorax marinus,dodecanoate,1.4258167401058497
Xanthomonas campestris,dodecanoate,1.6489034350482343
Arthrobacter globiformis,dodecanoate,1.6187296314783173
Brachybacterium paraconglomeratum,dodecanoate,1.639611902926009
Mycolicibacterium obuense,dodecanoate,1.9714574908224691
Okibacterium fritillariae,dodecanoate,1.5932858322572196
Arenimonas oryziterrae,dodecanoate,1.7361044175625904
Subtercola sp.,dodecanoate,1.4811597755019863
Plantibacter sp.,dodecanoate,1.4848405875645736
Kocuria flava,dodecanoate,1.2810144872626346
Cellulomonas cellasea,dodecanoate,1.5122933356271222
Pseudoxanthomonas sp.,dodecanoate,1.6638675430659047
Micromonospora peucetia,dodecanoate,1.6826162146235542
Intrasporangiaceae bacterium,dodecanoate,0
Brachybacterium alimentarium,dodecanoate,1.8254428761675943
Humibacillus sp.,dodecanoate,1.7383954419927334
Agreia bicolorata,dodecanoate,1.2921498575659105
Nesterenkonia alba,dodecanoate,1.4719801188010206
Silanimonas lenta,dodecanoate,0
Sandaracinus amylolyticus,dodecanoate,0
Leifsonia sp.,dodecanoate,1.2223216530033951
Bacteriovorax sp.,dodecanoate,0
Auraticoccus monumenti,dodecanoate,0
Paenibacillus polysaccharolyticus,dodecanoate,0
Sediminihabitans luteus,dodecanoate,0
Psychromonas aquimarina,dodecanoate,0
Isoptericola variabilis,dodecanoate,0
Dermatophilus congolensis,dodecanoate,0
Chloroflexi bacterium,dodecanoate,0
Geodermatophilus obscurus,dodecanoate,0
Nakamurella multipartita,dodecanoate,0
Enhygromyxa salina,dodecanoate,0
Brevibacterium antiquum,dodecanoate,0
Rothia mucilaginosa,dodecanoate,0
Actinomycetospora chiangmaiensis,dodecanoate,0
Saccharothrix espanaensis,dodecanoate,0
Wenzhouxiangella sediminis,dodecanoate,0
Virgibacillus salinus,dodecanoate,0
Clavibacter michiganensis,dodecanoate,0
Streptomyces ambofaciens,dodecanoate,0
Micromonospora avicenniae,dodecanoate,0
Kineosphaera limosa,dodecanoate,0
Sanguibacter keddieii,dodecanoate,0
Bacillus sp.,dodecanoate,0
Frankiales bacterium,dodecanoate,0
Streptococcus pneumoniae,dodecanoate,1.647266661734435
Desulfobulbus elongatus,dodecanoate,0
Citricoccus muralis,dodecanoate,0
Streptomyces avermitilis,dodecanoate,0
Desulfobacter curvatus,dodecanoate,0
Agrococcus casei,dodecanoate,0
Cephaloticoccus capnophilus,dodecanoate,1.420733761795898
Chlamydiales bacterium,dodecanoate,0
Microlunatus phosphovorus,dodecanoate,0
Clostridium combesii,dodecanoate,0
Brevibacterium mcbrellneri,dodecanoate,0
Shewanella putrefaciens,dodecanoate,0
Anaerocolumna xylanovorans,dodecanoate,0
Pelobacter propionicus,dodecanoate,0
Bacteroides luti,dodecanoate,0
Nonomuraea candida,dodecanoate,0
Legionella brunensis,dodecanoate,0
Allokutzneria albata,dodecanoate,0
Kytococcus sedentarius,heptanoate,2.9574035271593595
Granulosicoccus antarcticus,heptanoate,2.7068254257439737
Mobilicoccus massiliensis,heptanoate,2.4715597762512997
Kocuria varians,heptanoate,2.0743281170908237
Actinoplanes atraurantiacus,heptanoate,2.090990050427628
Thermomonas haemolytica,heptanoate,2.371137858900055
Chromatocurvus halotolerans,heptanoate,2.217779340897447
Xanthomonas translucens,heptanoate,2.6718350749647164
Dermabacter hominis,heptanoate,2.367513187864883
Luteimonas tolerans,heptanoate,2.2715428953662746
Halobacteriovorax marinus,heptanoate,1.7401443100411664
Xanthomonas campestris,heptanoate,2.4485257300214163
Arthrobacter globiformis,heptanoate,2.2492439689540262
Brachybacterium paraconglomeratum,heptanoate,1.4299845339450807
Mycolicibacterium obuense,heptanoate,1.0657125911057663
Okibacterium fritillariae,heptanoate,1.657480149971274
Arenimonas oryziterrae,heptanoate,1.9730021267119973
Subtercola sp.,heptanoate,1.3840109042976192
Plantibacter sp.,heptanoate,1.543169064617845
Kocuria flava,heptanoate,1.8838509285468192
Cellulomonas cellasea,heptanoate,1.570500555349637
Pseudoxanthomonas sp.,heptanoate,2.318348555255891
Micromonospora peucetia,heptanoate,1.9753390317608541
Intrasporangiaceae bacterium,heptanoate,2.0200120077488224
Brachybacterium alimentarium,heptanoate,1.610769459454401
Humibacillus sp.,heptanoate,1.588945534563396
Agreia bicolorata,heptanoate,0
Nesterenkonia alba,heptanoate,0
Silanimonas lenta,heptanoate,1.8816775948221773
Sandaracinus amylolyticus,heptanoate,0
Leifsonia sp.,heptanoate,0
Bacteriovorax sp.,heptanoate,1.1280123998746499
Auraticoccus monumenti,heptanoate,0
Paenibacillus polysaccharolyticus,heptanoate,0
Sediminihabitans luteus,heptanoate,0
Psychromonas aquimarina,heptanoate,0
Isoptericola variabilis,heptanoate,0
Dermatophilus congolensis,heptanoate,0
Chloroflexi bacterium,heptanoate,0
Geodermatophilus obscurus,heptanoate,1.5646122094853854
Nakamurella multipartita,heptanoate,0
Enhygromyxa salina,heptanoate,0
Brevibacterium antiquum,heptanoate,0
Rothia mucilaginosa,heptanoate,0.9366728904205632
Actinomycetospora chiangmaiensis,heptanoate,0
Saccharothrix espanaensis,heptanoate,0
Wenzhouxiangella sediminis,heptanoate,0
Virgibacillus salinus,heptanoate,0
Clavibacter michiganensis,heptanoate,0
Streptomyces ambofaciens,heptanoate,0
Micromonospora avicenniae,heptanoate,0
Kineosphaera limosa,heptanoate,0
Sanguibacter keddieii,heptanoate,0
Bacillus sp.,heptanoate,0
Frankiales bacterium,heptanoate,0
Streptococcus pneumoniae,heptanoate,0
Desulfobulbus elongatus,heptanoate,0
Citricoccus muralis,heptanoate,0
Streptomyces avermitilis,heptanoate,0
Desulfobacter curvatus,heptanoate,0
Agrococcus casei,heptanoate,0
Cephaloticoccus capnophilus,heptanoate,0
Chlamydiales bacterium,heptanoate,0
Microlunatus phosphovorus,heptanoate,0
Clostridium combesii,heptanoate,0
Brevibacterium mcbrellneri,heptanoate,0
Shewanella putrefaciens,heptanoate,0
Anaerocolumna xylanovorans,heptanoate,0
Pelobacter propionicus,heptanoate,0
Bacteroides luti,heptanoate,0
Nonomuraea candida,heptanoate,0
Legionella brunensis,heptanoate,0
Allokutzneria albata,heptanoate,0
Kytococcus sedentarius,heptynoate,2.5560736152393857
Granulosicoccus antarcticus,heptynoate,2.5896396558213035
Mobilicoccus massiliensis,heptynoate,2.4730199029151154
Kocuria varians,heptynoate,1.889786812444927
Actinoplanes atraurantiacus,heptynoate,1.9980654230385573
Thermomonas haemolytica,heptynoate,2.004711098587976
Chromatocurvus halotolerans,heptynoate,1.993647637098452
Xanthomonas translucens,heptynoate,1.7866851678333624
Dermabacter hominis,heptynoate,1.9209127443333744
Luteimonas tolerans,heptynoate,1.888977317119115
Halobacteriovorax marinus,heptynoate,1.3846567481388983
Xanthomonas campestris,heptynoate,1.8790923787434928
Arthrobacter globiformis,heptynoate,1.8566300855023792
Brachybacterium paraconglomeratum,heptynoate,1.6645101649035228
Mycolicibacterium obuense,heptynoate,1.5950906987643756
Okibacterium fritillariae,heptynoate,1.7219496279855604
Arenimonas oryziterrae,heptynoate,1.7668526069309503
Subtercola sp.,heptynoate,1.649197390429672
Plantibacter sp.,heptynoate,1.6734902772377005
Kocuria flava,heptynoate,1.71564338952771
Cellulomonas cellasea,heptynoate,1.428063820664712
Pseudoxanthomonas sp.,heptynoate,1.8034111799601873
Micromonospora peucetia,heptynoate,2.0470269520678133
Intrasporangiaceae bacterium,heptynoate,1.6312406360150709
Brachybacterium alimentarium,heptynoate,1.5631110567025306
Humibacillus sp.,heptynoate,1.8327071293459105
Agreia bicolorata,heptynoate,1.5482041901063726
Nesterenkonia alba,heptynoate,1.4382641995555285
Silanimonas lenta,heptynoate,1.5827492675983301
Sandaracinus amylolyticus,heptynoate,1.8269290489476218
Leifsonia sp.,heptynoate,1.8108329245736516
Bacteriovorax sp.,heptynoate,1.492136656092335
Auraticoccus monumenti,heptynoate,1.3766386197317473
Paenibacillus polysaccharolyticus,heptynoate,1.348491537698017
Sediminihabitans luteus,heptynoate,1.532256708499062
Psychromonas aquimarina,heptynoate,1.4255365097916366
Isoptericola variabilis,heptynoate,1.3074200548483668
Dermatophilus congolensis,heptynoate,1.8601313111785969
Chloroflexi bacterium,heptynoate,1.2485577531065948
Geodermatophilus obscurus,heptynoate,1.705282665742161
Nakamurella multipartita,heptynoate,1.8362074447668764
Enhygromyxa salina,heptynoate,1.6154587123496973
Brevibacterium antiquum,heptynoate,1.2679237356991804
Rothia mucilaginosa,heptynoate,1.3040631047589697
Actinomycetospora chiangmaiensis,heptynoate,1.4489573599852938
Saccharothrix espanaensis,heptynoate,1.2923700067873174
Wenzhouxiangella sediminis,heptynoate,1.2828328477967172
Virgibacillus salinus,heptynoate,1.2135659459914228
Clavibacter michiganensis,heptynoate,1.5878525846252354
Streptomyces ambofaciens,heptynoate,1.1883217043538856
Micromonospora avicenniae,heptynoate,1.2747250942685588
Kineosphaera limosa,heptynoate,1.445956680130474
Sanguibacter keddieii,heptynoate,1.8114653265783338
Bacillus sp.,heptynoate,1.650948552500115
Frankiales bacterium,heptynoate,0.9966929272616825
Streptococcus pneumoniae,heptynoate,1.1545903514739055
Desulfobulbus elongatus,heptynoate,1.314548453655624
Citricoccus muralis,heptynoate,1.744904069079256
Streptomyces avermitilis,heptynoate,1.7984046705151948
Desulfobacter curvatus,heptynoate,1.4081046517692972
Agrococcus casei,heptynoate,0
Cephaloticoccus capnophilus,heptynoate,0
Chlamydiales bacterium,heptynoate,1.7201213357915797
Microlunatus phosphovorus,heptynoate,1.594359016478039
Clostridium combesii,heptynoate,1.4772778419975527
Brevibacterium mcbrellneri,heptynoate,1.04440526351383
Shewanella putrefaciens,heptynoate,1.297301797950289
Anaerocolumna xylanovorans,heptynoate,1.4916676004063665
Pelobacter propionicus,heptynoate,1.195013776934808
Bacteroides luti,heptynoate,1.4311701108399484
Nonomuraea candida,heptynoate,0
Legionella brunensis,heptynoate,1.491032435450572
Allokutzneria albata,heptynoate,0
Kytococcus sedentarius,hexanoate,2.8761880228841976
Granulosicoccus antarcticus,hexanoate,2.5400860172171376
Mobilicoccus massiliensis,hexanoate,2.5793527456254943
Kocuria varians,hexanoate,1.702918600752761
Actinoplanes atraurantiacus,hexanoate,1.9267187082908235
Thermomonas haemolytica,hexanoate,2.1824169520429266
Chromatocurvus halotolerans,hexanoate,2.17099266052425
Xanthomonas translucens,hexanoate,2.172278077724573
Dermabacter hominis,hexanoate,1.7098929277481125
Luteimonas tolerans,hexanoate,2.253609632401479
Halobacteriovorax marinus,hexanoate,1.698694895790756
Xanthomonas campestris,hexanoate,2.4367772869151625
Arthrobacter globiformis,hexanoate,1.8703703073591613
Brachybacterium paraconglomeratum,hexanoate,1.2473870263578524
Mycolicibacterium obuense,hexanoate,1.725212930338943
Okibacterium fritillariae,hexanoate,1.5888584495784508
Arenimonas oryziterrae,hexanoate,2.140577394028779
Subtercola sp.,hexanoate,1.4739172996548002
Plantibacter sp.,hexanoate,1.6133794061722104
Kocuria flava,hexanoate,2.088565625940785
Cellulomonas cellasea,hexanoate,1.2826994155274722
Pseudoxanthomonas sp.,hexanoate,2.0790500219205685
Micromonospora peucetia,hexanoate,1.7314534951673675
Intrasporangiaceae bacterium,hexanoate,1.9498924333585796
Brachybacterium alimentarium,hexanoate,1.6307349823160044
Humibacillus sp.,hexanoate,1.6334208797413075
Agreia bicolorata,hexanoate,1.5102178906770338
Nesterenkonia alba,hexanoate,1.1503244941275368
Silanimonas lenta,hexanoate,1.7808317044905082
Sandaracinus amylolyticus,hexanoate,1.3132686671287734
Leifsonia sp.,hexanoate,1.6360064535263525
Bacteriovorax sp.,hexanoate,1.4874217975908701
Auraticoccus monumenti,hexanoate,1.7473922071359624
Paenibacillus polysaccharolyticus,hexanoate,1.4600961404484774
Sediminihabitans luteus,hexanoate,1.6651490783213923
Psychromonas aquimarina,hexanoate,1.0778090219766165
Isoptericola variabilis,hexanoate,0.9467088731960692
Dermatophilus congolensis,hexanoate,1.6327325984080328
Chloroflexi bacterium,hexanoate,1.3985790536833003
Geodermatophilus obscurus,hexanoate,1.4883081812712136
Nakamurella multipartita,hexanoate,0
Enhygromyxa salina,hexanoate,0
Brevibacterium antiquum,hexanoate,1.4885403449936487
Rothia mucilaginosa,hexanoate,1.113153994029998
Actinomycetospora chiangmaiensis,hexanoate,1.2377584897843328
Saccharothrix espanaensis,hexanoate,1.2960133979549702
Wenzhouxiangella sediminis,hexanoate,0
Virgibacillus salinus,hexanoate,0.9907259495502284
Clavibacter michiganensis,hexanoate,0
Streptomyces ambofaciens,hexanoate,0
Micromonospora avicenniae,hexanoate,1.438206632880744
Kineosphaera limosa,hexanoate,0
Sanguibacter keddieii,hexanoate,1.5109884328157686
Bacillus sp.,hexanoate,0
Frankiales bacterium,hexanoate,0
Streptococcus pneumoniae,hexanoate,0
Desulfobulbus elongatus,hexanoate,0
Citricoccus muralis,hexanoate,0
Streptomyces avermitilis,hexanoate,0
Desulfobacter curvatus,hexanoate,0.9636311214319341
Agrococcus casei,hexanoate,0
Cephaloticoccus capnophilus,hexanoate,0.8852993333542312
Chlamydiales bacterium,hexanoate,0.9961622518782963
Microlunatus phosphovorus,hexanoate,0
Clostridium combesii,hexanoate,0
Brevibacterium mcbrellneri,hexanoate,0
Shewanella putrefaciens,hexanoate,0
Anaerocolumna xylanovorans,hexanoate,0
Pelobacter propionicus,hexanoate,0
Bacteroides luti,hexanoate,0
Nonomuraea candida,hexanoate,0
Legionella brunensis,hexanoate,0
Allokutzneria albata,hexanoate,0
Kytococcus sedentarius,oxadiazole,1.4733840356393804
Granulosicoccus antarcticus,oxadiazole,1.9489315434304078
Mobilicoccus massiliensis,oxadiazole,1.5581064119385453
Kocuria varians,oxadiazole,1.5914431849921449
Actinoplanes atraurantiacus,oxadiazole,1.5588579782445489
Thermomonas haemolytica,oxadiazole,1.4626607361715223
Chromatocurvus halotolerans,oxadiazole,1.828103985877958
Xanthomonas translucens,oxadiazole,1.341774586219618
Dermabacter hominis,oxadiazole,1.5042712652585404
Luteimonas tolerans,oxadiazole,1.2895725500146245
Halobacteriovorax marinus,oxadiazole,0
Xanthomonas campestris,oxadiazole,0
Arthrobacter globiformis,oxadiazole,1.6931181674271119
Brachybacterium paraconglomeratum,oxadiazole,0
Mycolicibacterium obuense,oxadiazole,1.3981586923693108
Okibacterium fritillariae,oxadiazole,1.5593830371847144
Arenimonas oryziterrae,oxadiazole,1.449014297741362
Subtercola sp.,oxadiazole,0
Plantibacter sp.,oxadiazole,1.5643508653997216
Kocuria flava,oxadiazole,1.4424389713300816
Cellulomonas cellasea,oxadiazole,0
Pseudoxanthomonas sp.,oxadiazole,0
Micromonospora peucetia,oxadiazole,0
Intrasporangiaceae bacterium,oxadiazole,1.2537760833981253
Brachybacterium alimentarium,oxadiazole,0
Humibacillus sp.,oxadiazole,0
Agreia bicolorata,oxadiazole,1.4551169692786783
Nesterenkonia alba,oxadiazole,0
Silanimonas lenta,oxadiazole,1.2086367013797688
Sandaracinus amylolyticus,oxadiazole,1.4991193825038334
Leifsonia sp.,oxadiazole,1.1822767150541158
Bacteriovorax sp.,oxadiazole,1.444700821732596
Auraticoccus monumenti,oxadiazole,1.3236027249646678
Paenibacillus polysaccharolyticus,oxadiazole,1.330903936691016
Sediminihabitans luteus,oxadiazole,0
Psychromonas aquimarina,oxadiazole,0
Isoptericola variabilis,oxadiazole,0
Dermatophilus congolensis,oxadiazole,1.3032560229160954
Chloroflexi bacterium,oxadiazole,0
Geodermatophilus obscurus,oxadiazole,0
Nakamurella multipartita,oxadiazole,1.3179931381606287
Enhygromyxa salina,oxadiazole,1.3237409342832802
Brevibacterium antiquum,oxadiazole,0
Rothia mucilaginosa,oxadiazole,0
Actinomycetospora chiangmaiensis,oxadiazole,0
Saccharothrix espanaensis,oxadiazole,0
Wenzhouxiangella sediminis,oxadiazole,1.2078039043191258
Virgibacillus salinus,oxadiazole,0
Clavibacter michiganensis,oxadiazole,0
Streptomyces ambofaciens,oxadiazole,0
Micromonospora avicenniae,oxadiazole,0
Kineosphaera limosa,oxadiazole,0
Sanguibacter keddieii,oxadiazole,0
Bacillus sp.,oxadiazole,0
Frankiales bacterium,oxadiazole,0
Streptococcus pneumoniae,oxadiazole,0
Desulfobulbus elongatus,oxadiazole,0
Citricoccus muralis,oxadiazole,0
Streptomyces avermitilis,oxadiazole,0
Desulfobacter curvatus,oxadiazole,0
Agrococcus casei,oxadiazole,1.1299850795081683
Cephaloticoccus capnophilus,oxadiazole,1.1693262081681237
Chlamydiales bacterium,oxadiazole,0
Microlunatus phosphovorus,oxadiazole,0
Clostridium combesii,oxadiazole,0
Brevibacterium mcbrellneri,oxadiazole,0
Shewanella putrefaciens,oxadiazole,1.2273890669569893
Anaerocolumna xylanovorans,oxadiazole,0
Pelobacter propionicus,oxadiazole,1.2367032928528703
Bacteroides luti,oxadiazole,0
Nonomuraea candida,oxadiazole,0
Legionella brunensis,oxadiazole,1.6658595005597174
Allokutzneria albata,oxadiazole,0
Kytococcus sedentarius,TMA,1.8201286084277541
Granulosicoccus antarcticus,TMA,1.7446856108764577
Mobilicoccus massiliensis,TMA,1.667786828238468
Kocuria varians,TMA,1.639093851968147
Actinoplanes atraurantiacus,TMA,2.0681254234530915
Thermomonas haemolytica,TMA,1.0895950100400822
Chromatocurvus halotolerans,TMA,1.3524245942742827
Xanthomonas translucens,TMA,1.187721444822054
Dermabacter hominis,TMA,1.0644789841191413
Luteimonas tolerans,TMA,0.9299894907779704
Halobacteriovorax marinus,TMA,1.0124523973029123
Xanthomonas campestris,TMA,1.3109244302294483
Arthrobacter globiformis,TMA,0
Brachybacterium paraconglomeratum,TMA,0.9980746161400305
Mycolicibacterium obuense,TMA,1.1019522418793306
Okibacterium fritillariae,TMA,1.0159835091350164
Arenimonas oryziterrae,TMA,1.1755674284227047
Subtercola sp.,TMA,0.8779251596600233
Plantibacter sp.,TMA,1.133266982578129
Kocuria flava,TMA,1.0975900594885741
Cellulomonas cellasea,TMA,1.1328654432767298
Pseudoxanthomonas sp.,TMA,0.8079832397891735
Micromonospora peucetia,TMA,1.0667292701952298
Intrasporangiaceae bacterium,TMA,1.0874873079521463
Brachybacterium alimentarium,TMA,0
Humibacillus sp.,TMA,0
Agreia bicolorata,TMA,1.1144756495440662
Nesterenkonia alba,TMA,1.179960257980363
Silanimonas lenta,TMA,1.0689775657444296
Sandaracinus amylolyticus,TMA,1.0476069450445984
Leifsonia sp.,TMA,1.0648140773140229
Bacteriovorax sp.,TMA,1.0317441594696
Auraticoccus monumenti,TMA,0
Paenibacillus polysaccharolyticus,TMA,0.9525585527948172
Sediminihabitans luteus,TMA,0
Psychromonas aquimarina,TMA,0.9912814670880168
Isoptericola variabilis,TMA,0.9948802511197808
Dermatophilus congolensis,TMA,1.0101449378259257
Chloroflexi bacterium,TMA,0.9871455269159186
Geodermatophilus obscurus,TMA,1.0347157763362764
Nakamurella multipartita,TMA,1.011001592598018
Enhygromyxa salina,TMA,1.030259017224257
Brevibacterium antiquum,TMA,0
Rothia mucilaginosa,TMA,1.2811797812170886
Actinomycetospora chiangmaiensis,TMA,0
Saccharothrix espanaensis,TMA,1.3004787653656138
Wenzhouxiangella sediminis,TMA,0
Virgibacillus salinus,TMA,0
Clavibacter michiganensis,TMA,1.121926240541071
Streptomyces ambofaciens,TMA,1.0976462630753825
Micromonospora avicenniae,TMA,0
Kineosphaera limosa,TMA,0.9375455921254578
Sanguibacter keddieii,TMA,0.9760295267341951
Bacillus sp.,TMA,0
Frankiales bacterium,TMA,1.0817735864147011
Streptococcus pneumoniae,TMA,0
Desulfobulbus elongatus,TMA,1.0346343238020164
Citricoccus muralis,TMA,1.0683659942411454
Streptomyces avermitilis,TMA,0.9441043510296151
Desulfobacter curvatus,TMA,0.9850141348510035
Agrococcus casei,TMA,0.9914968019318143
Cephaloticoccus capnophilus,TMA,0
Chlamydiales bacterium,TMA,0
Microlunatus phosphovorus,TMA,0.9746949481086109
Clostridium combesii,TMA,0.9999299694686783
Brevibacterium mcbrellneri,TMA,0.9524538846056195
Shewanella putrefaciens,TMA,0
Anaerocolumna xylanovorans,TMA,0.9295089467790019
Pelobacter propionicus,TMA,0
Bacteroides luti,TMA,0.966360736626887
Nonomuraea candida,TMA,0
Legionella brunensis,TMA,0
Allokutzneria albata,TMA,0
Kytococcus sedentarius,benzoate,0
Granulosicoccus antarcticus,benzoate,0
Mobilicoccus massiliensis,benzoate,0
Kocuria varians,benzoate,0
Actinoplanes atraurantiacus,benzoate,0
Thermomonas haemolytica,benzoate,0
Chromatocurvus halotolerans,benzoate,0
Xanthomonas translucens,benzoate,0
Dermabacter hominis,benzoate,0
Luteimonas tolerans,benzoate,0
Halobacteriovorax marinus,benzoate,0
Xanthomonas campestris,benzoate,0
Arthrobacter globiformis,benzoate,0
Brachybacterium paraconglomeratum,benzoate,0
Mycolicibacterium obuense,benzoate,0
Okibacterium fritillariae,benzoate,0
Arenimonas oryziterrae,benzoate,0
Subtercola sp.,benzoate,0
Plantibacter sp.,benzoate,0
Kocuria flava,benzoate,0
Cellulomonas cellasea,benzoate,0
Pseudoxanthomonas sp.,benzoate,0
Micromonospora peucetia,benzoate,0
Intrasporangiaceae bacterium,benzoate,0
Brachybacterium alimentarium,benzoate,0
Humibacillus sp.,benzoate,0
Agreia bicolorata,benzoate,0
Nesterenkonia alba,benzoate,0
Silanimonas lenta,benzoate,0
Sandaracinus amylolyticus,benzoate,0
Leifsonia sp.,benzoate,0
Bacteriovorax sp.,benzoate,0
Auraticoccus monumenti,benzoate,0
Paenibacillus polysaccharolyticus,benzoate,0
Sediminihabitans luteus,benzoate,0
Psychromonas aquimarina,benzoate,0
Isoptericola variabilis,benzoate,0
Dermatophilus congolensis,benzoate,0
Chloroflexi bacterium,benzoate,0
Geodermatophilus obscurus,benzoate,0
Nakamurella multipartita,benzoate,0
Enhygromyxa salina,benzoate,0
Brevibacterium antiquum,benzoate,0
Rothia mucilaginosa,benzoate,0
Actinomycetospora chiangmaiensis,benzoate,0
Saccharothrix espanaensis,benzoate,0
Wenzhouxiangella sediminis,benzoate,0
Virgibacillus salinus,benzoate,0
Clavibacter michiganensis,benzoate,0
Streptomyces ambofaciens,benzoate,0
Micromonospora avicenniae,benzoate,0
Kineosphaera limosa,benzoate,0
Sanguibacter keddieii,benzoate,0
Bacillus sp.,benzoate,0
Frankiales bacterium,benzoate,0
Streptococcus pneumoniae,benzoate,0
Desulfobulbus elongatus,benzoate,0
Citricoccus muralis,benzoate,0
Streptomyces avermitilis,benzoate,0
Desulfobacter curvatus,benzoate,0
Agrococcus casei,benzoate,0
Cephaloticoccus capnophilus,benzoate,0
Chlamydiales bacterium,benzoate,0
Microlunatus phosphovorus,benzoate,0
Clostridium combesii,benzoate,0
Brevibacterium mcbrellneri,benzoate,0
Shewanella putrefaciens,benzoate,0
Anaerocolumna xylanovorans,benzoate,0
Pelobacter propionicus,benzoate,0
Bacteroides luti,benzoate,0
Nonomuraea candida,benzoate,0
Legionella brunensis,benzoate,0
Allokutzneria albata,benzoate,0
